video_name,sentence,path
actioncliptrain00429,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00429.avi
actioncliptest00261,a label of Eat,./data/hollywood2/test_clips/actioncliptest00261.avi
actioncliptest00144,a label of Eat,./data/hollywood2/test_clips/actioncliptest00144.avi
actioncliptest00165,a label of Run,./data/hollywood2/test_clips/actioncliptest00165.avi
actioncliptrain00252,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00252.avi
actioncliptrain00081,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00081.avi
actioncliptrain00072,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00072.avi
actioncliptrain00105,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00105.avi
actioncliptest00245,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00245.avi
actionclipautoautotrain00190,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00190.avi
actioncliptest00290,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00290.avi
actioncliptrain00185,a label of Run,./data/hollywood2/test_clips/actioncliptrain00185.avi
actionclipautoautotrain00089,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00089.avi
actionclipautoautotrain00067,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00067.avi
actionclipautoautotrain00281,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00281.avi
actionclipautoautotrain00160,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00160.avi
actionclipautoautotrain00008,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00008.avi
actionclipautoautotrain00216,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00216.avi
actionclipautoautotrain00069,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00069.avi
actionclipautoautotrain00106,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00106.avi
actionclipautoautotrain00115,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00115.avi
actioncliptest00092,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00092.avi
actioncliptest00093,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00093.avi
actioncliptrain00091,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00091.avi
actionclipautoautotrain00131,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00131.avi
actioncliptrain00003,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00003.avi
actioncliptest00213,a label of Eat,./data/hollywood2/test_clips/actioncliptest00213.avi
actionclipautoautotrain00121,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00121.avi
actioncliptest00071,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00071.avi
actioncliptest00458,a label of Eat,./data/hollywood2/test_clips/actioncliptest00458.avi
actionclipautoautotrain00075,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00075.avi
actioncliptest00084,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00084.avi
actioncliptest00078,a label of Eat,./data/hollywood2/test_clips/actioncliptest00078.avi
actionclipautoautotrain00057,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00057.avi
actioncliptrain00100,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00100.avi
actioncliptest00087,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00087.avi
actionclipautoautotrain00002,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00002.avi
actioncliptrain00131,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00131.avi
actioncliptrain00182,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00182.avi
actioncliptest00025,a label of Eat,./data/hollywood2/test_clips/actioncliptest00025.avi
actionclipautoautotrain00145,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00145.avi
actioncliptrain00097,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00097.avi
actioncliptrain00134,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00134.avi
actionclipautoautotrain00091,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00091.avi
actionclipautoautotrain00003,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00003.avi
actionclipautoautotrain00117,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00117.avi
actionclipautoautotrain00012,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00012.avi
actioncliptrain00137,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00137.avi
actioncliptest00064,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00064.avi
actionclipautoautotrain00078,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00078.avi
actioncliptrain00118,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00118.avi
actioncliptrain00038,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00038.avi
actioncliptrain00235,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00235.avi
actioncliptest00106,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00106.avi
actioncliptrain00019,a label of actions,./data/hollywood2/test_clips/actioncliptrain00019.avi
actioncliptrain00001,a label of actions,./data/hollywood2/test_clips/actioncliptrain00001.avi
actionclipautoautotrain00102,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00102.avi
actioncliptrain00145,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00145.avi
actionclipautoautotrain00174,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00174.avi
actioncliptest00143,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00143.avi
actioncliptrain00095,a label of Run,./data/hollywood2/test_clips/actioncliptrain00095.avi
actioncliptrain00032,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00032.avi
actioncliptest00267,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00267.avi
actioncliptrain00401,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00401.avi
actioncliptrain00033,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00033.avi
actioncliptrain00021,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00021.avi
actionclipautoautotrain00083,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00083.avi
actionclipautoautotrain00421,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00421.avi
actioncliptrain00250,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00250.avi
actioncliptrain00396,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00396.avi
actioncliptest00110,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00110.avi
actionclipautoautotrain00044,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00044.avi
actioncliptest00013,a label of actions,./data/hollywood2/test_clips/actioncliptest00013.avi
actioncliptest00183,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00183.avi
actioncliptrain00024,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00024.avi
actionclipautoautotrain00158,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00158.avi
actioncliptrain00232,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00232.avi
actioncliptrain00016,a label of actions,./data/hollywood2/test_clips/actioncliptrain00016.avi
actionclipautoautotrain00704,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00704.avi
actioncliptrain00269,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00269.avi
actioncliptest00240,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00240.avi
actionclipautoautotrain00046,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00046.avi
actioncliptrain00043,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00043.avi
actioncliptest00030,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00030.avi
actioncliptest00456,a label of Eat,./data/hollywood2/test_clips/actioncliptest00456.avi
actioncliptest00118,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00118.avi
actioncliptrain00078,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00078.avi
actioncliptest00036,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00036.avi
actioncliptrain00048,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00048.avi
actioncliptrain00041,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00041.avi
actioncliptrain00089,a label of Run,./data/hollywood2/test_clips/actioncliptrain00089.avi
actioncliptrain00380,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00380.avi
actioncliptrain00709,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00709.avi
actionclipautoautotrain00642,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00642.avi
actioncliptrain00113,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00113.avi
actionclipautoautotrain00247,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00247.avi
actionclipautoautotrain00254,a label of Eat,./data/hollywood2/test_clips/actionclipautoautotrain00254.avi
actionclipautoautotrain00135,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00135.avi
actioncliptrain00059,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00059.avi
actionclipautoautotrain00100,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00100.avi
actionclipautoautotrain00050,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00050.avi
actioncliptest00212,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00212.avi
actioncliptrain00082,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00082.avi
actioncliptrain00198,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00198.avi
actioncliptest00294,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00294.avi
actionclipautoautotrain00064,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00064.avi
actioncliptest00048,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00048.avi
actioncliptrain00191,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00191.avi
actioncliptest00057,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00057.avi
actionclipautoautotrain00178,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00178.avi
actionclipautoautotrain00227,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00227.avi
actioncliptest00096,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00096.avi
actionclipautoautotrain00083,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00083.avi
actioncliptest00140,a label of Run,./data/hollywood2/test_clips/actioncliptest00140.avi
actioncliptrain00261,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00261.avi
actioncliptest00056,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00056.avi
actioncliptest00014,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00014.avi
actioncliptest00072,a label of Run,./data/hollywood2/test_clips/actioncliptest00072.avi
actioncliptrain00058,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00058.avi
actioncliptrain00154,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00154.avi
actioncliptest00357,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00357.avi
actionclipautoautotrain00070,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00070.avi
actioncliptrain00067,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00067.avi
actionclipautoautotrain00005,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00005.avi
actioncliptest00005,a label of actions,./data/hollywood2/test_clips/actioncliptest00005.avi
actioncliptrain00012,a label of actions,./data/hollywood2/test_clips/actioncliptrain00012.avi
actioncliptest00040,a label of Eat,./data/hollywood2/test_clips/actioncliptest00040.avi
actioncliptrain00073,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00073.avi
actioncliptest00025,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00025.avi
actioncliptest00015,a label of actions,./data/hollywood2/test_clips/actioncliptest00015.avi
actionclipautoautotrain00082,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00082.avi
actioncliptest00314,a label of HandShake,./data/hollywood2/test_clips/actioncliptest00314.avi
actioncliptest00031,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00031.avi
actionclipautoautotrain00004,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00004.avi
actioncliptrain00226,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00226.avi
actioncliptrain00195,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00195.avi
actioncliptest00428,a label of Eat,./data/hollywood2/test_clips/actioncliptest00428.avi
actioncliptrain00242,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00242.avi
actioncliptest00029,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00029.avi
actioncliptrain00026,a label of FightPerson,./data/hollywood2/test_clips/actioncliptrain00026.avi
actioncliptest00234,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptest00234.avi
actionclipautoautotrain00067,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00067.avi
actioncliptrain00074,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00074.avi
actioncliptrain00020,a label of actions,./data/hollywood2/test_clips/actioncliptrain00020.avi
actioncliptest00656,a label of Eat,./data/hollywood2/test_clips/actioncliptest00656.avi
actioncliptrain00093,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00093.avi
actionclipautoautotrain00098,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00098.avi
actioncliptest00342,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00342.avi
actioncliptest00180,a label of Run,./data/hollywood2/test_clips/actioncliptest00180.avi
actioncliptrain00088,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00088.avi
actioncliptrain00328,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00328.avi
actioncliptrain00099,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00099.avi
actionclipautoautotrain00389,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00389.avi
actioncliptrain00260,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00260.avi
actioncliptrain00077,a label of Run,./data/hollywood2/test_clips/actioncliptrain00077.avi
actioncliptest00333,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00333.avi
actionclipautoautotrain00346,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00346.avi
actionclipautoautotrain00032,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00032.avi
actionclipautoautotrain00224,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00224.avi
actionclipautoautotrain00077,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00077.avi
actioncliptrain00052,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00052.avi
actioncliptest00007,a label of Eat,./data/hollywood2/test_clips/actioncliptest00007.avi
actioncliptrain00055,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00055.avi
actioncliptest00132,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00132.avi
actionclipautoautotrain00063,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00063.avi
actioncliptrain00194,a label of Eat,./data/hollywood2/test_clips/actioncliptrain00194.avi
actionclipautoautotrain00031,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00031.avi
actionclipautoautotrain00001,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00001.avi
actioncliptest00066,a label of FightPerson,./data/hollywood2/test_clips/actioncliptest00066.avi
actioncliptrain00335,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00335.avi
actioncliptest00076,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00076.avi
actionclipautoautotrain00102,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00102.avi
actionclipautoautotrain00454,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00454.avi
actioncliptest00139,a label of DriveCar,./data/hollywood2/test_clips/actioncliptest00139.avi
actionclipautoautotrain00026,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00026.avi
actionclipautoautotrain00310,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00310.avi
actioncliptest00197,a label of Run,./data/hollywood2/test_clips/actioncliptest00197.avi
actioncliptrain00062,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00062.avi
actionclipautoautotrain00615,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00615.avi
actioncliptest00332,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00332.avi
actionclipautoautotrain00397,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00397.avi
actionclipautoautotrain00093,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00093.avi
actioncliptrain00379,a label of HandShake,./data/hollywood2/test_clips/actioncliptrain00379.avi
actioncliptest00045,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00045.avi
actioncliptrain00120,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00120.avi
actionclipautoautotrain00526,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00526.avi
actionclipautoautotrain00043,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00043.avi
actionclipautoautotrain00041,a label of Kiss,./data/hollywood2/test_clips/actionclipautoautotrain00041.avi
actionclipautoautotrain00260,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00260.avi
actionclipautoautotrain00006,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00006.avi
actioncliptrain00106,a label of Run,./data/hollywood2/test_clips/actioncliptrain00106.avi
actioncliptest00116,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00116.avi
actioncliptrain00044,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00044.avi
actioncliptest00049,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00049.avi
actionclipautoautotrain00507,a label of SitUp,./data/hollywood2/test_clips/actionclipautoautotrain00507.avi
actionclipautoautotrain00059,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00059.avi
actionclipautoautotrain00390,a label of HugPerson,./data/hollywood2/test_clips/actionclipautoautotrain00390.avi
actioncliptest00173,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptest00173.avi
actioncliptrain00055,a label of Kiss,./data/hollywood2/test_clips/actioncliptrain00055.avi
actionclipautoautotrain00259,a label of GetOutCar,./data/hollywood2/test_clips/actionclipautoautotrain00259.avi
actionclipautoautotrain00402,a label of FightPerson,./data/hollywood2/test_clips/actionclipautoautotrain00402.avi
actioncliptest00061,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00061.avi
actioncliptrain00329,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00329.avi
actioncliptrain00406,a label of SitUp,./data/hollywood2/test_clips/actioncliptrain00406.avi
actionclipautoautotrain00074,a label of SitDown,./data/hollywood2/test_clips/actionclipautoautotrain00074.avi
actioncliptrain00080,a label of Run,./data/hollywood2/test_clips/actioncliptrain00080.avi
actionclipautoautotrain00033,a label of DriveCar,./data/hollywood2/test_clips/actionclipautoautotrain00033.avi
